Sr.,Direction,Stop Name,Name-en-normalized,UID
1586,DOWN,Jyotibanagar,Jyotibanagar,
1587,UP,Kachara Depot Urali Devachi,Kachara Depot Devachi Urali,
1588,DOWN,Kachara Depot Urali Devachi,Kachara Depot Devachi Urali,
1589,UP,Kachara Depot Kothrud,Kachara Depot Kothrud,
1590,DOWN,Kachara Depot Kothrud,Kachara Depot Kothrud,
1591,UP,Kacharevasti,Kacharevasti,
1592,DOWN,Kacharevasti,Kacharevasti,
1593,UP,Kadamvasti Loni,Kadamvasti Loni,
1594,DOWN,Kadamvasti Loni,Kadamvasti Loni,
1595,UP,Kadamvasti Lonikand,Kadamvasti Lonikand,
1596,DOWN,Kadamvasti Lonikand,Kadamvasti Lonikand,
1597,UP,Kadamvasti Perne,Kadamvasti Perne,
1598,DOWN,Kadamvasti Perne,Kadamvasti Perne,
1599,UP,Kadus Phata,Kadus Phata,
1600,DOWN,Kadus Phata,Kadus Phata,
1601,UP,Kadvasti ,Kadvasti,
1602,UP,Kadvasti Undri,Kadvasti Undri,
1603,DOWN,Kadvasti Undri,Kadvasti Undri,
1604,DOWN,Kadvasti Waki,Kadvasti Waki,
1605,UP,Kailas Market,Kailas Market,
1606,DOWN,Kailas Market,Kailas Market,
1607,UP,Kakdevasti,Kakadevasti,
1608,UP,Kakadevasti,Kakadevasti,
1609,DOWN,Kakdevasti,Kakadevasti,
1610,DOWN,Kakadevasti,Kakadevasti,
1611,UP,Kala Khadak Vasahat,Kala Khadak Vasahat,
1612,DOWN,Kala Khadak Vasahat,Kala Khadak Vasahat,
1613,UP,Kalamkarvasti,Kalamkarvasti,
1614,DOWN,Kalamkarvasti,Kalamkarvasti,
1615,UP,Kalamsheth,Kalamsheth,
1616,DOWN,Kalamsheth,Kalamsheth,
1617,UP,Kalas,Kalas,
1618,DOWN,Kalas,Kalas,
1619,UP,Kalashankar,Kalashankar,
1620,DOWN,Kalashankar,Kalashankar,
1621,UP,Kalbhairav Mandir,Kalbhairav Mandir,
1622,DOWN,Kalbhairav Mandir,Kalbhairav Mandir,
1623,UP,Kalbhornagar,Kalbhornagar,
1624,DOWN,Kalbhornagar,Kalbhornagar,
1625,UP,Kalbhorvasti,Kalbhorvasti,
1626,DOWN,Kalbhorvasti,Kalbhorvasti,
1627,UP,Kale Colony,Kale Colony,
1628,DOWN,Kale Colony,Kale Colony,
1629,UP,Kale Padal,Kale Padal,
1630,DOWN,Kale Padal,Kale Padal,
1631,UP,Kaleboratenagar,Kaleboratenagar,
1632,DOWN,Kaleboratenagar,Kaleboratenagar,
1633,UP,Kalewadi,Kalewadi,
1634,DOWN,Kalewadi,Kalewadi,
1635,UP,Kalewadi Ma Na Pa Shala,Kalewadi Ma Na Pa Shala,
1636,DOWN,Kalewadi Ma Na Pa Shala,Kalewadi Ma Na Pa Shala,
1637,UP,Kalewadi Phata,Kalewadi Phata,
1638,DOWN,Kalewadi Phata,Kalewadi Phata,
1639,UP,Kalewadi Pump,Kalewadi Pump,
1640,DOWN,Kalewadi Pump,Kalewadi Pump,
1641,UP,Kalimata Mandir,Kalimata Mandir,
1642,DOWN,Kalimata Mandir,Kalimata Mandir,
1643,UP,Kaljewadi,Kaljewadi,
1644,DOWN,Kaljewadi,Kaljewadi,
1645,UP,Kalpataru Society Koregaonpark,Kalpataru Society Koregaonpark,
1646,DOWN,Kalpataru Society Koregaonpark,Kalpataru Society Koregaonpark,
1647,UP,Kalpataru Society Pimplegurav,Kalpataru Society Pimplegurav,
1648,DOWN,Kalpataru Society Pimplegurav,Kalpataru Society Pimplegurav,
1649,UP,Kalubai Mandir Ramtekdi,Kalubai Mandir Ramtekdi,
1650,DOWN,Kalubai Mandir Ramtekdi,Kalubai Mandir Ramtekdi,
1651,UP,Kalubai Mandir Warve,Kalubai Mandir Warve,
1652,DOWN,Kalubai Mandir Warve,Kalubai Mandir Warve,
1653,UP,Kalukh Shetmala,Kalukh Shetmala,
1654,DOWN,Kalukh Shetmala,Kalukh Shetmala,
1655,UP,Kalwad,Kalwad,
1656,DOWN,Kalwad,Kalwad,
1657,UP,Kalyangaon,Kalyangaon,
1658,DOWN,Kalyangaon,Kalyangaon,
1659,UP,Kalyani Forge,Kalyani Forge,
1660,DOWN,Kalyani Forge,Kalyani Forge,
1661,UP,Kalyani Forge Mudhwa,Kalyani Forge Mudhwa,
1662,DOWN,Kalyani Forge Mudhwa,Kalyani Forge Mudhwa,
1663,UP,Kalyaninagar,Kalyaninagar,
1664,DOWN,Kalyaninagar,Kalyaninagar,
1665,UP,Kalyaninagar Pul,Kalyaninagar Pul,
1666,DOWN,Kalyaninagar Pul,Kalyaninagar Pul,
1667,UP,Kamala Nehru Hospital,Kamala Nehru Hospital,
1668,DOWN,Kamala Nehru Hospital,Kamala Nehru Hospital,
1669,UP,Kamalnayan Bajaj School,Kamalnayan Bajaj School,
1670,DOWN,Kamalnayan Bajaj School,Kamalnayan Bajaj School,
1671,UP,Kamalpark,Kamalpark,
1672,DOWN,Kamalpark,Kamalpark,
1673,UP,Kamela,Kamela,
1674,DOWN,Kamela,Kamela,
1675,UP,Kamgarnagar,Kamgarnagar,
1676,DOWN,Kamgarnagar,Kamgarnagar,
1677,UP,Kanbe Phata,Kanbe Phata,
1678,DOWN,Kanbe Phata,Kanbe Phata,
1679,UP,Kanda Engineering Company,Kanda Engineering Company,
1680,DOWN,Kanda Engineering Company,Kanda Engineering Company,
1681,UP,Kanifnath Society,Kanifnath Society,
1682,DOWN,Kanifnath Society,Kanifnath Society,
1683,UP,Kannda Lasun Sanshodhan Kendra,Kannda Lasun Sanshodhan Kendra,
1684,DOWN,Kannda Lasun Sanshodhan Kendra,Kannda Lasun Sanshodhan Kendra,
1685,UP,Karachi Chowk,Karachi Chowk,
1686,DOWN,Karachi Chowk,Karachi Chowk,
1687,UP,Karan Greens,Karan Greens,
1688,DOWN,Karan Greens,Karan Greens,
1689,UP,Karandi Phata,Karandi Phata,
1690,DOWN,Karandi Phata,Karandi Phata,
1691,UP,Karandigaon,Karandigaon,
1692,DOWN,Karandigaon,Karandigaon,
1693,UP,Karandigaon Kaman,Karandigaon Kaman,
1694,DOWN,Karandigaon Kaman,Karandigaon Kaman,
1695,UP,Kardevasti,Kardevasti,
1696,DOWN,Kardevasti,Kardevasti,
1697,UP,Karnatak Highschool,Karnatak Highschool,
1698,DOWN,Karnatak Highschool,Karnatak Highschool,
1699,UP,Karve Bungalow,Karve Bungalow,
1700,DOWN,Karve Bungalow,Karve Bungalow,
1701,UP,Karve Putala,Karve Putala,
1702,DOWN,Karve Putala,Karve Putala,
1703,UP,Karvenagar,Karvenagar,
1704,DOWN,Karvenagar,Karvenagar,
1705,UP,Karvenagar Corner,Karvenagar Corner,
1706,DOWN,Karvenagar Corner,Karvenagar Corner,
1707,UP,Kasar Amboli,Kasar Amboli,
1708,DOWN,Kasar Amboli,Kasar Amboli,
1709,UP,Kasarsai,Kasarsai,
1710,DOWN,Kasarsai,Kasarsai,
1711,UP,Kasarsai Karkhana,Kasarsai Karkhana,
1712,DOWN,Kasarsai Karkhana,Kasarsai Karkhana,
1713,UP,Kasarsai Karkhana Phata,Kasarsai Karkhana Phata,
1714,DOWN,Kasarsai Karkhana Phata,Kasarsai Karkhana Phata,
1715,UP,Kasarwadi,Kasarwadi,
1716,DOWN,Kasarwadi,Kasarwadi,
1717,UP,Kasba Peth Police Chowky,Kasba Peth Police Chowky,
1718,DOWN,Kasba Peth Police Chowky,Kasba Peth Police Chowky,
1719,UP,Kashiwadi,Kashiwadi,
1720,DOWN,Kashiwadi,Kashiwadi,
1721,UP,Kaspatevasti,Kaspatevasti,
1722,DOWN,Kaspatevasti,Kaspatevasti,
1723,UP,Kasturba Gandhi General Hospital,Kasturba Gandhi General Hospital,
1724,DOWN,Kasturba Gandhi General Hospital,Kasturba Gandhi General Hospital,
1725,UP,Kasturba Gandhi Shala,Kasturba Gandhi Shala,
1726,DOWN,Kasturba Gandhi Shala,Kasturba Gandhi Shala,
1727,UP,Kasturba Gandhi Vasahat,Kasturba Gandhi Vasahat,
1728,DOWN,Kasturba Gandhi Vasahat,Kasturba Gandhi Vasahat,
1729,DOWN,Kasture Chowk,Kasture Chowk,
1730,UP,Kasturi Market,Kasturi Market,
1731,DOWN,Kasturi Market,Kasturi Market,
1732,UP,Kate Patil Chowk,Kate Patil Chowk,
1733,DOWN,Kate Patil Chowk,Kate Patil Chowk,
1734,UP,Katepuram Chowk,Katepuram Chowk,
1735,DOWN,Katepuram Chowk,Katepuram Chowk,
1736,UP,Kateshwarwadi Phata,Kateshwarwadi Phata,
1737,DOWN,Kateshwarwadi Phata,Kateshwarwadi Phata,
1738,UP,Katevasti,Katevasti,
1739,DOWN,Katevasti,Katevasti,
1740,UP,Katkevasti,Katkevasti,
1741,DOWN,Katkevasti,Katkevasti,
1742,UP,Katraj,Katraj,
1743,DOWN,Katraj,Katraj,
1744,UP,Katraj Peshve Talav,Katraj Peshve Talav,
1745,DOWN,Katraj Peshve Talav,Katraj Peshve Talav,
1746,DOWN,Kavadevadi,Kavadevadi,
1747,UP,Kawadenagar,Kawadenagar,
1748,DOWN,Kawadenagar,Kawadenagar,
1749,UP,Kawdewadi,Kawdewadi,
1750,UP,Kawdi Rasta,Kawdi Rasta,
1751,DOWN,Kawdi Rasta,Kawdi Rasta,
1752,UP,Kawdipat,Kawdipat,
1753,DOWN,Kawdipat,Kawdipat,
1754,UP,Kedarinagar,Kedarinagar,
1755,DOWN,Kedarinagar,Kedarinagar,
1756,UP,Kedarinagar Chowk,Kedarinagar Chowk,
1757,DOWN,Kedarinagar Chowk,Kedarinagar Chowk,
1758,UP,Kedarinagar Corner,Kedarinagar Corner,
1759,DOWN,Kedarinagar Corner,Kedarinagar Corner,
1760,UP,Kekan gas,Kekan gas,
1761,DOWN,Kekan gas,Kekan gas,
1762,UP,Kelwade Phata,Kelwade Phata,
1763,DOWN,Kelwade Phata,Kelwade Phata,
1764,UP,KEM Hospital,KEM Hospital,
1765,DOWN,KEM Hospital,KEM Hospital,
1766,UP,Kemsewadi,Kemsewadi,
1767,DOWN,Kemsewadi,Kemsewadi,
1768,UP,Kemsewadi Shala,Kemsewadi Shala,
1769,DOWN,Kemsewadi Shala,Kemsewadi Shala,
1770,UP,Kendriya Vidyalay Dehu Road,Kendriya Vidyalay Dehu Road,
1771,DOWN,Kendriya Vidyalay Dehu Road,Kendriya Vidyalay Dehu Road,
1772,UP,Kendriya Vidyalay Lohgaon,Kendriya Vidyalay Lohgaon,
1773,DOWN,Kendriya Vidyalay Lohgaon,Kendriya Vidyalay Lohgaon,
1774,UP,Kendriya Vidyalay NDA,Kendriya Vidyalay NDA,
1775,DOWN,Kendriya Vidyalay NDA,Kendriya Vidyalay NDA,
1776,UP,Kendurgaon,Kendurgaon,
1777,DOWN,Kendurgaon,Kendurgaon,
1778,UP,Kesanandgaon,Kesanandgaon,
1779,DOWN,Kesanandgaon,Kesanandgaon,
1780,UP,Kesariwada,Kesariwada,
1781,DOWN,Kesariwada,Kesariwada,
1782,UP,Keshavnagar,Keshavnagar,
1783,DOWN,Keshavnagar,Keshavnagar,
1784,UP,Keshavnagar Chowk,Keshavnagar Chowk,
1785,DOWN,Keshavnagar Chowk,Keshavnagar Chowk,
1786,UP,Keshavnagar Ma Na Pa Shala,Keshavnagar Ma Na Pa Shala,
1787,DOWN,Keshavnagar Ma Na Pa Shala,Keshavnagar Ma Na Pa Shala,
1788,UP,Keshavnagar Pul,Keshavnagar Pul,
1789,DOWN,Keshavnagar Pul,Keshavnagar Pul,
1790,UP,Kesnand Phata,Kesnand Phata,
1791,DOWN,Kesnand Phata,Kesnand Phata,
1792,UP,Khadakwadi Phata,Khadakwadi Phata,
1793,DOWN,Khadakwadi Phata,Khadakwadi Phata,
1794,UP,Khadakwasla Dharan,Khadakwasla Dharan,
1795,DOWN,Khadakwasla Dharan,Khadakwasla Dharan,
1796,UP,Khadakwasla Dharan Stores,Khadakwasla Dharan Stores,
1797,DOWN,Khadakwasla Dharan Stores,Khadakwasla Dharan Stores,
1798,UP,Khadakwaslagaon,Khadakwaslagaon,
1799,DOWN,Khadakwaslagaon,Khadakwaslagaon,
1800,UP,Khadi Machine Gujarwadi,Khadi Machine Gujarwadi,
1801,DOWN,Khadi Machine Gujarwadi,Khadi Machine Gujarwadi,
1802,UP,Khadi Machine Hinjawadi Road,Khadi Machine Hinjawadi Road,
1803,DOWN,Khadi Machine Hinjawadi Road,Khadi Machine Hinjawadi Road,
1804,UP,Khadi Machine Katraj Kondhwa Road,Khadi Machine Katraj Kondhwa Road,
1805,DOWN,Khadi Machine Katraj Kondhwa Road,Khadi Machine Katraj Kondhwa Road,
1806,UP,Khadi Machine Shiroli,Khadi Machine Shiroli,
1807,DOWN,Khadi Machine Shiroli,Khadi Machine Shiroli,
1808,UP,Khadki Bazar,Khadki Bazar,
1809,DOWN,Khadki Bazar,Khadki Bazar,
1810,UP,Khadki Post,Khadki Post,
1811,DOWN,Khadki Post,Khadki Post,
1812,UP,Khadki Station,Khadki Station,
1813,DOWN,Khadki Station,Khadki Station,
1814,UP,Khamboli,Khamboli,
1815,DOWN,Khamboli,Khamboli,
1816,UP,Khan Road,Khan Road,
1817,DOWN,Khan Road,Khan Road,
1818,UP,Khanapur,Khanapur,
1819,DOWN,Khanapur,Khanapur,
1820,UP,Khandoba Mandir,Khandoba Mandir,
1821,DOWN,Khandoba Mandir,Khandoba Mandir,
1822,UP,Khandoba Mandir corner,Khandoba Mandir Corner,
1823,DOWN,Khandoba Mandir corner,Khandoba Mandir Corner,
1824,UP,Khandoba Mandir Wadgaonghenand,Khandoba Mandir Wadgaonghenand,
1825,DOWN,Khandoba Mandir Wadgaonghenand,Khandoba Mandir Wadgaonghenand,
1826,UP,Khandvenagar,Khandvenagar,
1827,DOWN,Khandvenagar,Khandvenagar,
1828,UP,Kharabwadi,Kharabwadi,
1829,DOWN,Kharabwadi,Kharabwadi,
1830,UP,Kharadi Bypass,Kharadi Bypass,
1831,DOWN,Kharadi Bypass,Kharadi Bypass,
1832,UP,Kharalwadi,Kharalwadi,
1833,DOWN,Kharalwadi,Kharalwadi,
1834,UP,Khed Shivapur,Khed Shivapur,
1835,DOWN,Khed Shivapur,Khed Shivapur,
1836,UP,Khese Park,Khese Park,
1837,DOWN,Khese Park,Khese Park,
1838,UP,Khiridvasti,Khiridvasti,
1839,DOWN,Khiridvasti,Khiridvasti,
1840,UP,Kholevasti,Kholevasti,
1841,DOWN,Kholevasti,Kholevasti,
1842,UP,Khurawadevasti,Khurawadevasti,
1843,DOWN,Khurawadevasti,Khurawadevasti,
1844,UP,Kirkatwadi,Kirkatwadi,
1845,DOWN,Kirkatwadi,Kirkatwadi,
1846,UP,Kirkatwadi Phata,Kirkatwadi Phata,
1847,DOWN,Kirkatwadi Phata,Kirkatwadi Phata,
1848,UP,Kirloskar,Kirloskar,
1849,DOWN,Kirloskar,Kirloskar,
1850,UP,Kirloskar Company,Kirloskar Company,
1851,DOWN,Kirloskar Company,Kirloskar Company,
1852,UP,Kirloskar Press,Kirloskar Press,
1853,DOWN,Kirloskar Press,Kirloskar Press,
1854,UP,Kirtanebaug,Kirtanebaug,
1855,DOWN,Kirtanebaug,Kirtanebaug,
1856,UP,Kiwalegaon,Kiwalegaon,
1857,DOWN,Kiwalegaon,Kiwalegaon,
1858,UP,Kodhanpur Phata,Kodhanpur Phata,
1859,DOWN,Kodhanpur Phata,Kodhanpur Phata,
1860,UP,Kohima line,Kohima line,
1861,DOWN,Kohima line,Kohima line,
1862,UP,Kokane Chowk,Kokane Chowk,
1863,DOWN,Kokane Chowk,Kokane Chowk,
1864,UP,Kokate Aali,Kokate Aali,
1865,DOWN,Kokate Aali,Kokate Aali,
1866,UP,Kolhewadi,Kolhewadi,
1867,DOWN,Kolhewadi,Kolhewadi,
1868,UP,Konark Campus,Konark Campus,
1869,DOWN,Konark Campus,Konark Campus,
1870,UP,Konarknagar,Konarknagar,
1871,DOWN,Konarknagar,Konarknagar,
1872,UP,Kondhanpur,Kondhanpur,
1873,DOWN,Kondhanpur,Kondhanpur,
1874,UP,Kondhur Phata,Kondhur Phata,
1875,DOWN,Kondhur Phata,Kondhur Phata,
1876,UP,Kondhwa Bk,Kondhwa Bk,
1877,DOWN,Kondhwa Bk,Kondhwa Bk,
1878,UP,Kondhwa Bk Corner,Kondhwa Bk Corner,
1879,DOWN,Kondhwa Bk Corner,Kondhwa Bk Corner,
1880,UP,Kondhwa Dhawde,Kondhwa Dhawde,
1881,DOWN,Kondhwa Dhawde,Kondhwa Dhawde,
1882,UP,Kondhwa Hospital,Kondhwa Hospital,
1883,DOWN,Kondhwa Hospital,Kondhwa Hospital,
1884,UP,Kondhwa Kh,Kondhwa Kh,
1885,DOWN,Kondhwa Kh,Kondhwa Kh,
1886,UP,Kondhwa Police Station,Kondhwa Police Station,
1887,DOWN,Kondhwa Police Station,Kondhwa Police Station,
1888,UP,Kondhwa Shala,Kondhwa Shala,
1889,DOWN,Kondhwa Shala,Kondhwa Shala,
1890,UP,Kondhwagate,Kondhwagate,
1891,DOWN,Kondhwagate,Kondhwagate,
1892,UP,Kondhwagate Colony Number 10,Kondhwagate Colony Number 10,
1893,DOWN,Kondhwagate Colony Number 10,Kondhwagate Colony Number 10,
1894,UP,Kondhwale Dairy,Kondhwale Dairy,
1895,DOWN,Kondhwale Dairy,Kondhwale Dairy,
1896,UP,Kondhwale Phata,Kondhwale Phata,
1897,DOWN,Kondhwale Phata,Kondhwale Phata,
1898,UP,Koregaon Bhima,Koregaon Bhima,
1899,DOWN,Koregaon Bhima,Koregaon Bhima,
1900,UP,Kothari,Kothari,
1901,DOWN,Kothari,Kothari,
1902,UP,Kothrud Depot,Kothrud Depot,
1903,DOWN,Kothrud Depot,Kothrud Depot,
1904,UP,Khothrud Stand,Kothrud Stand,
1905,UP,Kothrud Stand,Kothrud Stand,
1906,DOWN,Khothrud Stand,Kothrud Stand,
1907,DOWN,Kothrud Stand,Kothrud Stand,
1908,UP,Kothrudgaon,Kothrudgaon,
1909,DOWN,Kothrudgaon,Kothrudgaon,
1910,UP,Kousarbaug,Kousarbaug,
1911,UP,Koyali Phata,Koyali Phata,
1912,DOWN,Koyali Phata,Koyali Phata,
1913,UP,Kranti Stambh,Kranti Stambh,
1914,DOWN,Kranti Stambh,Kranti Stambh,
1915,DOWN,Krishna Mandir,Krishna Mandir,
1916,UP,Krushi Utpanna Bazar Samiti,Krushi Utpanna Bazar Samiti,
1917,DOWN,Krushi Utpanna Bazar Samiti,Krushi Utpanna Bazar Samiti,
1918,UP,Krushna Bazar,Krushna Bazar,
1919,DOWN,Krushna Bazar,Krushna Bazar,
1920,UP,Krushna Bazar Chowk,Krushna Bazar Chowk,
1921,DOWN,Krushna Bazar Chowk,Krushna Bazar Chowk,
1922,UP,Krushna Mandir Corner,Krushna Mandir Corner,
1923,DOWN,Krushna Mandir Corner,Krushna Mandir Corner,
1924,UP,Krushna Mandir Dehu Road,Krushna Mandir Dehu Road,
1925,DOWN,Krushna Mandir DehuRoad,Krushna Mandir Dehu Road,
1926,UP,Krushna Mandir Nigdi,Krushna Mandir Nigdi,
1927,DOWN,Krushna Mandir Nigdi,Krushna Mandir Nigdi,
1928,UP,Krushna Mandir Suncity,Krushna Mandir Suncity,
1929,DOWN,Krushna Mandir Suncity,Krushna Mandir Suncity,
1930,UP,Krushna Plaza,Krushna Plaza,
1931,DOWN,Krushna Plaza,Krushna Plaza,
1932,UP,Krushnai Mangal Karyalay,Krushnai Mangal Karyalay,
1933,DOWN,Krushnai Mangal Karyalay,Krushnai Mangal Karyalay,
1934,UP,Krushnanagar,Krushnanagar,
1935,DOWN,Krushnanagar,Krushnanagar,
1936,UP,Krushnanagar Corner,Krushnanagar Corner,
1937,DOWN,Krushnanagar Corner,Krushnanagar Corner,
1938,UP,Krushnanagar Mohammadwadi,Krushnanagar Mohammadwadi,
1939,DOWN,Krushnanagar Mohammadwadi,Krushnanagar Mohammadwadi,
1940,UP,Ksb Chowk,KSB Chowk,
1941,DOWN,Ksb Chowk,KSB Chowk,
1942,UP,Kudalwadi,Kudalwadi,
1943,DOWN,Kudalwadi,Kudalwadi,
1944,UP,Kudalwadi Corner,Kudalwadi Corner,
1945,DOWN,Kudalwadi Corner,Kudalwadi Corner,
1946,UP,Kudje Shala,Kudje Shala,
1947,DOWN,Kudje Shala,Kudje Shala,
1948,UP,Kudjegaon,Kudjegaon,
1949,DOWN,Kudjegaon,Kudjegaon,
1950,UP,Kukut Palan Kendra,Kukut Palan Kendra,
1951,DOWN,Kukut Palan Kendra,Kukut Palan Kendra,
1952,UP,Kulkarni Petrol Pump,Kulkarni Petrol Pump,
1953,DOWN,Kulkarni Petrol Pump,Kulkarni Petrol Pump,
1954,UP,Kumar Park,Kumar Park,
1955,DOWN,Kumar Park,Kumar Park,
1956,UP,Kumar Properties,Kumar Properties,
1957,DOWN,Kumar Properties,Kumar Properties,
1958,UP,Kumbare Park,Kumbare Park,
1959,DOWN,Kumbare Park,Kumbare Park,
1960,UP,Kumbharvasti Pashan,Kumbharvasti Pashan,
1961,DOWN,Kumbharvasti Pashan,Kumbharvasti Pashan,
1962,UP,Kumbharwada,Kumbharwada,
1963,DOWN,Kumbharwada,Kumbharwada,
1964,UP,Kundan Hotel,Kundan Hotel,
1965,DOWN,Kundan Hotel,Kundan Hotel,
1966,UP,Kunjir Vihir,Kunjir Vihir,
1967,DOWN,Kunjir Vihir,Kunjir Vihir,
1968,UP,Kunjirmala,Kunjirmala,
1969,DOWN,Kunjirmala,Kunjirmala,
1970,UP,Kunjirvasti,Kunjirvasti,
1971,DOWN,Kunjirvasti,Kunjirvasti,
1972,UP,Kunjirwadi gaon,Kunjirwadi gaon,
1973,DOWN,Kunjirwadigaon,Kunjirwadi gaon,
1974,UP,Kunjirwadi Phata,Kunjirwadi Phata,
1975,DOWN,Kunjirwadi Phata,Kunjirwadi Phata,
1976,UP,Kuran Farm,Kuran Farm,
1977,DOWN,Kuran Farm,Kuran Farm,
1978,UP,Kuruli Phata,Kuruli Phata,
1979,DOWN,Kuruli Phata,Kuruli Phata,
1980,UP,Kusalkar Putala,Kusalkar Putala,
1981,DOWN,Kusalkar Putala,Kusalkar Putala,
1982,UP,Kusgaon,Kusgaon,
1983,DOWN,Kusgaon,Kusgaon,
1984,UP,Kusgaon Jilha Parishad Shala,Kusgaon Jilha Parishad Shala,
1985,DOWN,Kusgaon Jilha Parishad Shala,Kusgaon Jilha Parishad Shala,
1986,UP,Kutalevasti,Kutalevasti,
1987,DOWN,Kutalevasti,Kutalevasti,
1988,UP,L Mark,L Mark,
1989,DOWN,L Mark,L Mark,
1990,UP,Labour Office,Labour Office,
1991,DOWN,Labour Office,Labour Office,
1992,UP,Ladies Hostel,Ladies Hostel,
1993,DOWN,Ladies Hostel,Ladies Hostel,
1994,UP,Lagadmala,Lagadmala,
1995,DOWN,Lagadmala,Lagadmala,
1996,UP,Lakaki Bungalow,Lakaki Bungalow,
1997,DOWN,Lakaki Bungalow,Lakaki Bungalow,
1998,UP,Lake Town Gate Number 1,Lake Town Gate Number 1,
1999,DOWN,Lake Town Gate Number 1,Lake Town Gate Number 1,
2000,UP,Lake Town Gate Number 2,Lake Town Gate Number 2,
2001,DOWN,Lake Town Gate Number 2,Lake Town Gate Number 2,
2002,UP,Lake Town Society,Lake Town Society,
2003,DOWN,Lake Town Society,Lake Town Society,
2004,UP,Lakshmannagar,Lakshman Nagar,
2005,DOWN,lakshmannagar,Lakshman Nagar,
2006,UP,Lakshmi Colony,Lakshmi Colony,
2007,DOWN,Lakshmi Colony,Lakshmi Colony,
2008,UP,Lakshminagar Corner,Lakshminagar Corner,
2009,DOWN,Lakshminagar Corner,Lakshminagar Corner,
2010,UP,Lakshminagar Galli Number 1,Lakshminagar Galli Number 1,
2011,DOWN,Lakshminagar Galli Number 1,Lakshminagar Galli Number 1,
2012,UP,Lakshminagar Handewadi Road,Lakshminagar Handewadi Road,
2013,DOWN,Lakshminagar Handewadi Road,Lakshminagar Handewadi Road,
2014,UP,Lakshminagar Police Chowky,Lakshminagar Police Chowky,
2015,UP,Lakshminarayan,Lakshminarayan,
2016,DOWN,Lakshminarayan,Lakshminarayan,
2017,UP,Lakudvasti,Lakudvasti,
2018,DOWN,Lakudvasti,Lakudvasti,
2019,DOWN,Lal Deoul,Lal Deoul,
2020,UP,Lal Ghar,Lal Ghar,
2021,DOWN,Lal Ghar,Lal Ghar,
2022,UP,Lal Mandir,Lal Mandir,
2023,DOWN,Lal Mandir,Lal Mandir,
2024,UP,Lamanvasti,Lamanvasti,
2025,DOWN,Lamanvasti,Lamanvasti,
2026,UP,Landewadi,Landewadi,
2027,DOWN,Landewadi,Landewadi,
2028,UP,Landgemala,Landgemala,
2029,DOWN,Landgemala,Landgemala,
2030,UP,Lavle Phata,Lavle Phata,
2031,DOWN,Lavle Phata,Lavle Phata,
2032,UP,Lavlegaon,Lavlegaon,
2033,DOWN,Lavlegaon,Lavlegaon,
2034,UP,Law College,Law College,
2035,DOWN,Law College,Law College,
2036,UP,Laxmi Colony,Laxmi Colony,
2037,DOWN,Laxmi Colony,Laxmi Colony,
2038,UP,Laxminagar Corner,Laxminagar Corner,
2039,DOWN,Laxminagar Corner,Laxminagar Corner,
2040,DOWN,Laxminagar Police Chowky,Laxminagar Police Chowky,
2041,UP,Laxminarayan Talkies,Laxminarayan Talkies,
2042,UP,Lic,LIC,
2043,DOWN,Lic,LIC,
2044,UP,LIC Colony,LIC Colony,
2045,DOWN,LIC Colony,LIC Colony,
2046,UP,LIC Corner,LIC Corner,
2047,DOWN,LIC Corner,LIC Corner,
2048,UP,Limb Center,Limb Center,
2049,DOWN,Limb Center,Limb Center,
2050,UP,Link Road,Link Road,
2051,DOWN,Link Road,Link Road,
2052,UP,Lipanevasti,Lipanevasti,
2053,DOWN,Lipanevasti,Lipanevasti,
2054,UP,Lodha Hospital,Lodha Hospital,
2055,DOWN,Lodha Hospital,Lodha Hospital,
2056,UP,Lohgaon,Lohgaon,
2057,DOWN,Lohgaon,Lohgaon,
2058,UP,Lokhandi Darwaja,Lokhandi Darwaja,
2059,DOWN,Lokhandi Darwaja,Lokhandi Darwaja,
2060,UP,Lokmangal,Lokmangal,
2061,DOWN,Lokmangal,Lokmangal,
2062,UP,Lokmanya Hospital,Lokmanya Hospital,
2063,DOWN,Lokmanya Hospital,Lokmanya Hospital,
2064,UP,Lokmanya Hospital Pradhikaran,Lokmanya Hospital Pradhikaran,
2065,DOWN,Lokmanya Hospital Pradhikaran,Lokmanya Hospital Pradhikaran,
2066,UP,Lokmanyanagar,Lokmanyanagar,
2067,DOWN,Lokmanyanagar,Lokmanyanagar,
2068,UP,Loni Station,Loni Station,
2069,DOWN,Loni Station,Loni Station,
2070,UP,Lonigaon,Lonigaon,
2071,DOWN,Lonigaon,Lonigaon,
2072,UP,Lonigaon Phata,Lonigaon Phata,
2073,DOWN,Lonigaon Phata,Lonigaon Phata,
2074,UP,Lonikand,Lonikand,
2075,DOWN,Lonikand,Lonikand,
2076,UP,Lonkarnagar,Lonkarnagar,
2077,DOWN,Lonkarnagar,Lonkarnagar,
2078,UP,Lonkarvasti,Lonkarvasti,
2079,DOWN,Lonkarvasti,Lonkarvasti,
2080,UP,Lower Indiranagar,Lower Indiranagar,
2081,DOWN,Lower Indiranagar,Lower Indiranagar,
2082,UP,Loyala Highschool,Loyala Highschool,
2083,DOWN,Loyala Highschool,Loyala Highschool,
2084,UP,Lucky Farm,Lucky Farm,
2085,DOWN,Lucky Farm,Lucky Farm,
2086,UP,Lucky Wajankata,Lucky Wajankata,
2087,DOWN,Lucky Wajankata,Lucky Wajankata,
